word	code	lemm	text_fk	sentence_number	word_Id
грози	КА	гроза	5464	27	832087
його	МВ	він	5464	27	832088
.			5464	27	832089
Винувато	Н0	винувато	5464	28	832090
схиляють	ГЮ	схиляти	5464	28	832091
люди	ИА	люди	5464	28	832092
перед	ПТ	перед	5464	28	832093
ним	МТ	він	5464	28	832094
безневиннi	АУ	безневинний	5464	28	832095
голови	КУ	голова	5464	28	832096
.			5464	28	832097
Любить	ГЯ	любити	5464	29	832098
вiн	МИ	він	5464	29	832099
ночi	КУ	ніч	5464	29	832100
холоднi	АУ	холодний	5464	29	832101
,			5464	29	832102
протятi	АУ	протятий	5464	29	832103
шурхотом	ЙТ	шурхіт	5464	29	832104
,			5464	29	832105
коли	СП	коли	5464	29	832106
позiхають	ГЮ	позіхати	5464	29	832107
трамваї	ЙА	трамвай	5464	29	832108
i	СС	і	5464	29	832109
тихо	Н0	тихо	5464	29	832110
сичить	ГЯ	сичати	5464	29	832111
неон	ЙИ	неон	5464	29	832112
.			5464	29	832113
Вiн	МИ	Він	5464	30	832114
загнуздує	ГЯ	загнуздувати	5464	30	832115
тишу	КВ	тиша	5464	30	832116
i	СС	і	5464	30	832117
творить	ГЯ	творити	5464	30	832118
свої	ОУ	свій	5464	30	832119
проекти	ЙУ	проект	5464	30	832120
і	СС	і	5464	30	832121
смiється	ГА	сміятися	5464	30	832122
до	ПР	до	5464	30	832123
них	МЕ	вони	5464	30	832124
,			5464	30	832125
б'є	ГЯ	бити	5464	30	832126
палицею	КТ	палиця	5464	30	832127
пiсок	ЙВ	пісок	5464	30	832128
і	СС	і	5464	30	832129
луну	КВ	луна	5464	30	832130
пiдiймає	ГЯ	підіймати	5464	30	832131
з	ПР	з	5464	30	832132
постелi	КР	постіль	5464	30	832133
.			5464	30	832134
Картав	ГЕ	картати	5464	31	832135
я	МИ	я	5464	31	832136
себе	МВ	себе	5464	31	832137
,			5464	31	832138
бо	СП	бо	5464	31	832139
знав	ГЕ	знати	5464	31	832140
-		-	5464	31	832141
Соломiя	кИ	Соломія	5464	31	832142
зляже	ГЯ	злягти	5464	31	832143
,			5464	31	832144
і	СС	і	5464	31	832145
знов	Н0	знов	5464	31	832146
її	Ъ3	її	5464	31	832147
синi	АА	синій	5464	31	832148
очi	ЛА	око	5464	31	832149
шукатимуть	Г3	шукати	5464	31	832150
лячно	Н0	лячно	5464	31	832151
правди	КР	правда	5464	31	832152
її	Ъ3	її	5464	31	832153
голубливе	АХ	голубливий	5464	31	832154
серце	ЛВ	серце	5464	31	832155
прошито	@0	прошито	5464	31	832156
наскрiзь	Н0	наскрізь	5464	31	832157
печаллю	КТ	печаль	5464	31	832158
.			5464	31	832159
.			5464	31	832160
.			5464	31	832161
А	СС	а	5464	32	832162
вiн	МИ	він	5464	32	832163
хитався	ГЭ	хитатися	5464	32	832164
в	ПП	в	5464	32	832165
квадратi	ЙП	квадрат	5464	32	832166
двору	ЙР	двір	5464	32	832167
(			5464	32	832168
Соломiє	кК	Соломія	5464	32	832169
,			5464	32	832170
iди	Г5	іти	5464	32	832171
до	ПР	до	5464	32	832172
мене	МР	я	5464	32	832173
,			5464	32	832174
кохана	АЖ	коханий	5464	32	832175
!			5464	32	832176
)			5464	32	832177
,			5464	32	832178
а	СС	а	5464	32	832179
вiн	МИ	він	5464	32	832180
сновигав	ГЕ	сновигати	5464	32	832181
,			5464	32	832182
як	СП	як	5464	32	832183
поранена	АЖ	поранений	5464	32	832184
чорна	АЖ	чорний	5464	32	832185
птиця	КИ	птиця	5464	32	832186
(			5464	32	832187
Соломiє	кК	Соломія	5464	32	832188
,			5464	32	832189
iди	Г5	іти	5464	32	832190
,			5464	32	832191
бо	СП	бо	5464	32	832192
застудишся	Г0	застудитися	5464	32	832193
,			5464	32	832194
рiдна	АЖ	рідний	5464	32	832195
!			5464	32	832196
)			5464	32	832197
,			5464	32	832198
а	СС	а	5464	32	832199
вiн	МИ	він	5464	32	832200
захлинався	ГЭ	захлинатися	5464	32	832201
в	ПП	в	5464	32	832202
екстазi	ЙП	екстаз	5464	32	832203
Пушкiним	йТ	Пушкін	5464	32	832204
,			5464	32	832205
хрипiв	ГЕ	хрипіти	5464	32	832206
сумовито	Н0	сумовито	5464	32	832207
,			5464	32	832208
хрипiв	ГЕ	хрипіти	5464	32	832209
вiдчайно	Н0	відчайно	5464	32	832210
.			5464	32	832211
Спалахнула	ГЙ	спалахнути	5464	33	832212
тодi	Н0	тоді	5464	33	832213
дивна	АЖ	дивний	5464	33	832214
битва	КИ	битва	5464	33	832215
,			5464	33	832216
битва	КИ	битва	5464	33	832217
п'яного	АР	п'яний	5464	33	832218
з	ПТ	з	5464	33	832219
цiлим	ЛТ	ціле	5464	33	832220
кварталом	ЙТ	квартал	5464	33	832221
.			5464	33	832222
Стурбованi	АА	стурбований	5464	34	832223
криком	ЙТ	крик	5464	34	832224
мiщани	ЙА	міщанин	5464	34	832225
,			5464	34	832226
лишивши	Гк	лишити	5464	34	832227
центнери	ЙУ	центнер	5464	34	832228
пуху	ЙР	пух	5464	34	832229
,			5464	34	832230
одягли	ГН	одягти	5464	34	832231
на	ПВ	на	5464	34	832232
себе	МВ	себе	5464	34	832233
вiкна	ЛУ	вікно	5464	34	832234
і	СС	і	5464	34	832235
чотири	ЧА	чотири	5464	34	832236
стiни	КА	стіна	5464	34	832237
цеглянi	АА	цегляний	5464	34	832238
дивились	ГМ	дивитися	5464	34	832239
квадратами	ЙЮ	квадрат	5464	34	832240
скла	ЛР	скло	5464	34	832241
в	ПВ	в	5464	34	832242
дно	ЛВ	дно	5464	34	832243
мiсячної	АЗ	місячний	5464	34	832244
криницi	КР	криниця	5464	34	832245
,			5464	34	832246
де	Н0	де	5464	34	832247
буянив	ГЕ	буянити	5464	34	832248
слiпий	АИ	сліпий	5464	34	832249
архiтектор	ЙИ	архітектор	5464	34	832250
.			5464	34	832251
А	СС	а	5464	35	832252
вiн	МИ	він	5464	35	832253
воював	ГЕ	воювати	5464	35	832254
з	ПТ	з	5464	35	832255
будинками	ЙЮ	будинок	5464	35	832256
.			5464	35	832257
Вони	МА	вони	5464	36	832258
бридкi	АА	бридкий	5464	36	832259
були	ГН	бути	5464	36	832260
,			5464	36	832261
вони	МА	вони	5464	36	832262
смердiли	ГН	смердіти	5464	36	832263
тванню	КТ	твань	5464	36	832264
,			5464	36	832265
а	СС	а	5464	36	832266
вiн	МИ	він	5464	36	832267
махав	ГЕ	махати	5464	36	832268
руками	КЮ	рука	5464	36	832269
-		-	5464	36	832270
вiн	МИ	він	5464	36	832271
творив	ГЕ	творити	5464	36	832272
пахучi	АУ	пахучий	5464	36	832273
,			5464	36	832274
нiжнi	АУ	ніжний	5464	36	832275
,			5464	36	832276
випещенi	АУ	випещений	5464	36	832277
вмiло	Н0	вміло	5464	36	832278
,			5464	36	832279
без	ПР	без	5464	36	832280
омели	КР	омела	5464	36	832281
розсипаних	АЕ	розсипаний	5464	36	832282
балконiв	ЙЕ	балкон	5464	36	832283
,			5464	36	832284
де	Н0	де	5464	36	832285
стяг	ЙИ	стяг	5464	36	832286
мiщанства	ЛР	міщанство	5464	36	832287
-		-	5464	36	832288
випранi	АА	випраний	5464	36	832289
штани	ИА	штани	5464	36	832290
вбивав	ГЕ	вбивати	5464	36	832291
зiрки	КУ	зірка	5464	36	832292
,			5464	36	832293
розумнi	АУ	розумний	5464	36	832294
й	СС	й	5464	36	832295
сумовитi	АУ	сумовитий	5464	36	832296
.			5464	36	832297
Коли	СП	коли	5464	37	832298
навпомацки	Н0	навпомацки	5464	37	832299
торкався	ГЭ	торкатися	5464	37	832300
вiн	МИ	він	5464	37	832301
стiни	КР	стіна	5464	37	832302
,			5464	37	832303
пляшки	КА	пляшка	5464	37	832304
летiли	ГН	летіти	5464	37	832305
зверху	Н0	зверху	5464	37	832306
-		-	5464	37	832307
й	СС	й	5464	37	832308
бiля	ПР	біля	5464	37	832309
нього	МР	він	5464	37	832310
на	ПВ	на	5464	37	832311
бризки	КУ	бризка	5464	37	832312
розсипавсь	ГЭ	розсипатися	5464	37	832313
зелений	АИ	зелений	5464	37	832314
мiсяць	ЙИ	місяць	5464	37	832315
.			5464	37	832316
А	СС	а	5464	38	832317
вiн	МИ	він	5464	38	832318
кричав	ГЕ	кричати	5464	38	832319
i	СС	і	5464	38	832320
кулаком	ЙТ	кулак	5464	38	832321
грозив	ГЕ	грозити	5464	38	832322
в	ПВ	в	5464	38	832323
блискучi	АУ	блискучий	5464	38	832324
пельки	КУ	пелька	5464	38	832325
цих	ОЕ	цей	5464	38	832326
глузливих	АЕ	глузливий	5464	38	832327
вiкон	ЛЕ	вікно	5464	38	832328
,			5464	38	832329
господар	ЙИ	господар	5464	38	832330
ночi	КР	ніч	5464	38	832331
воював	ГЕ	воювати	5464	38	832332
iз	ПТ	із	5464	38	832333
нiччю	КТ	ніч	5464	38	832334
,			5464	38	832335
господар	ЙИ	господар	5464	38	832336
ночi	КР	ніч	5464	38	832337
,			5464	38	832338
полонений	АИ	полонений	5464	38	832339
ночi	КР	ніч	5464	38	832340
.			5464	38	832341
I	СС	і	5464	39	832342
Соломiя	кИ	Соломія	5464	39	832343
,			5464	39	832344
криком	ЙТ	крик	5464	39	832345
цим	ОТ	цей	5464	39	832346
розбурхана	АЖ	розбурханий	5464	39	832347
,			5464	39	832348
хапалася	ГИ	хапатися	5464	39	832349
за	ПВ	за	5464	39	832350
мене	МВ	я	5464	39	832351
i	СС	і	5464	39	832352
стогнала	ГЙ	стогнати	5464	39	832353
,			5464	39	832354
а	СС	а	5464	39	832355
стогiн	ЙИ	стогін	5464	39	832356
цей	ОИ	цей	5464	39	832357
був	ГЕ	бути	5464	39	832358
схожий	АИ	схожий	5464	39	832359
на	ПВ	на	5464	39	832360
виття	ЛВ	виття	5464	39	832361
.			5464	39	832362
Усе	ОС	увесь	5464	40	832363
її	Ъ3	її	5464	40	832364
єство	ЛИ	єство	5464	40	832365
бринiло	ГР	бриніти	5464	40	832366
цим	ОЦ	цей	5464	40	832367
виттям	ЛТ	виття	5464	40	832368
,			5464	40	832369
печаль	КИ	печаль	5464	40	832370
так	Н0	так	5464	40	832371
виє	ГЯ	вити	5464	40	832372
без	ПР	без	5464	40	832373
дорiг	КЕ	дорога	5464	40	832374
i	СС	і	5464	40	832375
свiтла	ЛР	світло	5464	40	832376
.			5464	40	832377
Я	МИ	я	5464	41	832378
цiлував	ГЕ	цілувати	5464	41	832379
її	Ъ3	її	5464	41	832380
схололi	АУ	схололий	5464	41	832381
ноги	КУ	нога	5464	41	832382
,			5464	41	832383
і	СС	і	5464	41	832384
нiс	ГЕ	нести	5464	41	832385
її	МЛ	вона	5464	41	832386
,			5464	41	832387
i	СС	і	5464	41	832388
тихо	Н0	тихо	5464	41	832389
кутав	ГЕ	кутати	5464	41	832390
ковдрою	КТ	ковдра	5464	41	832391
,			5464	41	832392
і	СС	і	5464	41	832393
мiцно	Н0	міцно	5464	41	832394
кутав	ГЕ	кутати	5464	41	832395
власними	АЮ	власний	5464	41	832396
руками	КЮ	рука	5464	41	832397
.			5464	41	832398
Вона	МЖ	вона	5464	42	832399
тряслась	ГИ	трястися	5464	42	832400
в	ПП	в	5464	42	832401
нервовiй	АН	нервовий	5464	42	832402
лихоманцi	КП	лихоманка	5464	42	832403
,			5464	42	832404
і	СС	і	5464	42	832405
брязкали	ГН	брязкати	5464	42	832406
пляшки	КА	пляшка	5464	42	832407
,			5464	42	832408
i	СС	і	5464	42	832409
мiсяць	ЙИ	місяць	5464	42	832410
вiспяний	АИ	віспяний	5464	42	832411
,			5464	42	832412
ослiплий	АИ	осліплий	5464	42	832413
i	СС	і	5464	42	832414
важкий	АИ	важкий	5464	42	832415
неквапа	ЙИ	неквапа	5464	42	832416
,			5464	42	832417
котився	ГЭ	котитися	5464	42	832418
у	ПВ	у	5464	42	832419
вiкно	ЛВ	вікно	5464	42	832420
,			5464	42	832421
в	ПП	в	5464	42	832422
її	Ъ3	її	5464	42	832423
очах	ЛЯ	око	5464	42	832424
холов	ГЕ	холонути	5464	42	832425
.			5464	42	832426
.			5464	42	832427
.			5464	42	832428
Кричав	ГЕ	кричати	5464	43	832429
,			5464	43	832430
як	Н0	як	5464	43	832431
проклятий	АИ	проклятий	5464	43	832432
,			5464	43	832433
як	СП	як	5464	43	832434
навiсний	АИ	навісний	5464	43	832435
невтрима	ЙИ	невтрима	5464	43	832436
.			5464	43	832437
Моя	ОЖ	мій	5464	44	832438
Соломiя	кИ	Соломія	5464	44	832439
переливчато-русява	АЖ	переливчато-русявий	5464	44	832440
.			5464	44	832441
I	СС	і	5464	45	832442
коли	СП	коли	5464	45	832443
вона	МЖ	вона	5464	45	832444
лежить	ГЯ	лежати	5464	45	832445
на	ПП	на	5464	45	832446
софi	КП	софа	5464	45	832447
,			5464	45	832448
то	СП	то	5464	45	832449
голову	КВ	голова	5464	45	832450
її	ЪЗ	її	5464	45	832451
пересипає	ГЯ	пересипати	5464	45	832452
полум'я	ЛИ	полум'я	5464	45	832453
.			5464	45	832454
I	СС	і	5464	46	832455
важко	Н0	важко	5464	46	832456
вона	МЖ	вона	5464	46	832457
дихає	ГЯ	дихати	5464	46	832458
тепер	Н0	тепер	5464	46	832459
,			5464	46	832460
щоб	СП	щоб	5464	46	832461
скинути	ГФ	скинути	5464	46	832462
вогонь	ЙВ	вогонь	5464	46	832463
,			5464	46	832464
але	СС	але	5464	46	832465
дарма	Н0	дарма	5464	46	832466
.			5464	46	832467
Вона	МЖ	вона	5464	47	832468
зiтхає	ГЯ	зітхати	5464	47	832469
сонно	Н0	сонно	5464	47	832470
i	СС	і	5464	47	832471
тихенько	Н0	тихенько	5464	47	832472
,			5464	47	832473
і	СС	і	5464	47	832474
дивиться	ГА	дивитися	5464	47	832475
в	ПВ	в	5464	47	832476
мої	ОУ	мій	5464	47	832477
вiтристi	АУ	вітристий	5464	47	832478
очi	ЛУ	око	5464	47	832479
,			5464	47	832480
і	СС	і	5464	47	832481
так	Н0	так	5464	47	832482
боїться	ГА	боятися	5464	47	832483
загубити	ГФ	загубити	5464	47	832484
їх	МУ	вони	5464	47	832485
на	ПП	на	5464	47	832486
днi	ЛП	дно	5464	47	832487
мiсячної	АЗ	місячний	5464	47	832488
криницi	КР	криниця	5464	47	832489
.			5464	47	832490
Вона	МЖ	вона	5464	48	832491
питає	ГЯ	питати	5464	48	832492
сонно	Н0	сонно	5464	48	832493
i	СС	і	5464	48	832494
тихенько	Н0	тихенько	5464	48	832495
:			5464	48	832496
-		-	5464	48	832497
Скажи	Г5	сказати	5464	48	832498
менi	МД	я	5464	48	832499
-		-	5464	48	832500
сюрреалiзм	ЙИ	сюрреалізм	5464	48	832501
Далi	йЩ	Далі	5464	48	832502
насправдi	Н0	насправді	5464	48	832503
патологiчний	АИ	патологічний	5464	48	832504
?			5464	48	832505
А	СС	а	5464	49	832506
я	МИ	я	5464	49	832507
торкаюсь	ГV	торкатися	5464	49	832508
чистих	АЕ	чистий	5464	49	832509
її	ЪЗ	її	5464	49	832510
брiв	КЕ	брова	5464	49	832511
вологими	АЮ	вологий	5464	49	832512
прогiрклими	АЮ	прогірклий	5464	49	832513
губами	КЮ	губа	5464	49	832514
,			5464	49	832515
вона	МЖ	вона	5464	49	832516
полум'янiє	ГЯ	полум'яніти	5464	49	832517
i	СС	і	5464	49	832518
шепоче	ГЯ	шепотати	5464	49	832519
:			5464	49	832520
-		-	5464	49	832521
Ну	Ь0	ну	5464	49	832522
,			5464	49	832523
ради	ПР	ради	5464	49	832524
бога	йР	Біг	5464	49	832525
,			5464	49	832526
вийди	Г5	вийти	5464	49	832527
,			5464	49	832528
ради	ПР	ради	5464	49	832529
бога	йР	Біг	5464	49	832530
!			5464	49	832531
А	СС	а	5464	50	832532
я	МИ	я	5464	50	832533
смiюся	ГV	сміятися	5464	50	832534
сипко	Н0	сипко	5464	50	832535
й	СС	й	5464	50	832536
подаю	ГR	подавати	5464	50	832537
їй	МК	вона	5464	50	832538
полив'яний	АВ	полив'яний	5464	50	832539
округлий	АВ	округлий	5464	50	832540
кухлик	ЙВ	кухлик	5464	50	832541
соку	ЙР	сік	5464	50	832542
.			5464	50	832543
-		-	5464	51	832544
Схолонь	Г5	схолонути	5464	51	832545
,			5464	51	832546
-		-	5464	51	832547
шепочу	ГR	шепотіти	5464	51	832548
,			5464	51	832549
-		-	5464	51	832550
я	МИ	я	5464	51	832551
ж	Ь0	ж	5464	51	832552
бо	Ь0	бо	5464	51	832553
крижаний	АИ	крижаний	5464	51	832554
.			5464	51	832555
.			5464	51	832556
.			5464	51	832557
З	ПР	з	5464	52	832558
моїх	ОЕ	мій	5464	52	832559
очей	ЛЕ	око	5464	52	832560
пiдуть	ГЮ	піти	5464	52	832561
у	ПВ	у	5464	52	832562
свiт	ЙВ	світ	5464	52	832563
проспекти	ЙА	проспект	5464	52	832564
,			5464	52	832565
і	СС	і	5464	52	832566
днi	ЙА	день	5464	52	832567
пiдуть	ГЮ	піти	5464	52	832568
невпинним	АТ	невпинний	5464	52	832569
скорогонцем	ЙТ	скорогонець	5464	52	832570
,			5464	52	832571
і	СС	і	5464	52	832572
сонце	ЛИ	сонце	5464	52	832573
зашарiється	ГА	зашарітися	5464	52	832574
на	ПП	на	5464	52	832575
склi	ЛП	скло	5464	52	832576
моїх	ОЕ	мій	5464	52	832577
перлонових	АЕ	перлоновий	5464	52	832578
осяяних	АЕ	осяяний	5464	52	832579
будинкiв	ЙЕ	будинок	5464	52	832580
.			5464	52	832581
В	ПП	в	5464	53	832582
її	Ъ3	її	5464	53	832583
очах	ЛЯ	око	5464	53	832584
тремтить	ГЯ	тремтіти	5464	53	832585
тривога	КИ	тривога	5464	53	832586
чиста	АЖ	чистий	5464	53	832587
,			5464	53	832588
якби	СП	якби	5464	53	832589
хоч	Ь0	хоч	5464	53	832590
я	МИ	я	5464	53	832591
не	Ь0	не	5464	53	832592
загубив	ГЕ	загубити	5464	53	832593
своїх	ОЕ	свій	5464	53	832594
на	ПП	на	5464	53	832595
днi	ЛП	дно	5464	53	832596
мiсячної	АЗ	місячний	5464	53	832597
криницi	КР	криниця	5464	53	832598
.			5464	53	832599
В	ПП	в	5464	54	832600
її	Ъ3	її	5464	54	832601
очах	ЛЯ	око	5464	54	832602
тремтить	ГЯ	тремтіти	5464	54	832603
блакитний	АИ	блакитний	5464	54	832604
день	ЙИ	день	5464	54	832605
,			5464	54	832606
а	СС	а	5464	54	832607
батько	ЙИ	батько	5464	54	832608
її	Ъ3	її	5464	54	832609
нiччю	КТ	ніч	5464	54	832610
владарює	ГЯ	владарювати	5464	54	832611
.			5464	54	832612
.			5464	54	832613
.			5464	54	832614
Чому	Н0	чому	5466	1	832615
ти	МИ	ти	5466	1	832616
,			5466	1	832617
серце	ЛИ	серце	5466	1	832618
,			5466	1	832619
все	Ь0	все	5466	1	832620
болиш	ГW	боліти	5466	1	832621
частiш	Н0	частіш	5466	1	832622
?			5466	1	832623
Пора	КИ	пора	5466	2	832624
б	Ь0	б	5466	2	832625
тобi	МД	ти	5466	2	832626
вже	Н0	вже	5466	2	832627
бути	ГФ	бутити	5466	2	832628
бронзовiш	ЦЦ	бронзовіш	5466	2	832629
,			5466	2	832630
а	СС	а	5466	2	832631
ти	МИ	ти	5466	2	832632
кипиш	ГW	кипіти	5466	2	832633
,			5466	2	832634
од	КЕПР	ода	5466	2	832635
муки	КР	мука	5466	2	832636
розпанахане	АС	розпанаханий	5466	2	832637
,			5466	2	832638
вогонь	ЙИ	вогонь	5466	2	832639
горить	ГЯ	горіти	5466	2	832640
буйнiш	ЦЦ	буйніш	5466	2	832641
-		-	5466	2	832642
не	Ь0	не	5466	2	832643
тихне	ГЯ	тихнути	5466	2	832644
i	ССЬ0	і	5466	2	832645
не	Ь0	не	5466	2	832646
тахне		тахне	5466	2	832647
.			5466	2	832648
Я	МИ	я	5466	3	832649
чую	ГR	чути	5466	3	832650
,			5466	3	832651
як	СП	як	5466	3	832652
в	ПП	в	5466	3	832653
менi	МП	я	5466	3	832654
у	ПП	у	5466	3	832655
золотiм	АП	золотий	5466	3	832656
вогні	ЙП	вогонь	5466	3	832657
жар-птиця	КИ	жар-птиця	5466	3	832658
фенiкс	ЙИ	фенікс	5466	3	832659
зводиться	ГА	зводитися	5466	3	832660
на	ПП	на	5466	3	832661
днi	ЛП	дно	5466	3	832662
,			5466	3	832663
як	СП	як	5466	3	832664
бавить	ГЯ	бавити	5466	3	832665
пiр'я	ЛИ	пір'я	5466	3	832666
,			5466	3	832667
як	СП	як	5466	3	832668
поводить	ГЯ	поводити	5466	3	832669
оком	ЛТ	око	5466	3	832670
і	СС	і	5466	3	832671
в	ПВ	в	5466	3	832672
кожнi	ОУ	кожний	5466	3	832673
пологи	ИУ	пологи	5466	3	832674
разить	ГЯ	разити	5466	3	832675
електрошоком	ЙТ	електрошок	5466	3	832676
.			5466	3	832677
До	ПР	до	5466	4	832678
краю	ЙР	край	5466	4	832679
розшматовує	ГЯ	розшматовувати	5466	4	832680
iстоту	КВ	істота	5466	4	832681
,			5466	4	832682
буденну	АЛ	буденний	5466	4	832683
i	СС	і	5466	4	832684
тверду	АЛ	твердий	5466	4	832685
мою	ОЛ	мій	5466	4	832686
достоту	Н0	достоту	5466	4	832687
,			5466	4	832688
дощенту	Н0	дощенту	5466	4	832689
вимордовує	ГЯ	вимордовувати	5466	4	832690
,			5466	4	832691
розкраює	ГЯ	розкраювати	5466	4	832692
,			5466	4	832693
жахає	ГЯ	жахати	5466	4	832694
пеклом	ЛТ	пекло	5466	4	832695
,			5466	4	832696
де	Н0	де	5466	4	832697
там	Н0	там	5466	4	832698
к	ПД	к	5466	4	832699
бiсу	ЙД	біс	5466	4	832700
раєм	ЙТ	рай	5466	4	832701
!			5466	4	832702
Злiтає	ГЯ	злітати	5466	5	832703
,			5466	5	832704
мов	СП	мов	5466	5	832705
з	ПР	з	5466	5	832706
гнiзда	ЛР	гніздо	5466	5	832707
,			5466	5	832708
ламає	ГЯ	ламати	5466	5	832709
жахно	Н0	жахно	5466	5	832710
ребра	ЛУ	ребро	5466	5	832711
,			5466	5	832712
душi	КУ	душа	5466	5	832713
бездушно	Н0	бездушно	5466	5	832714
полишає	ГЯ	полишати	5466	5	832715
,			5466	5	832716
жебра	ЛУ	жебро	5466	5	832717
,			5466	5	832718
із	ПТ	із	5466	5	832719
лютiстю	КТ	лютість	5466	5	832720
нещадною	АМ	нещадний	5466	5	832721
мене	МВ	я	5466	5	832722
лиш	Ь0	лиш	5466	5	832723
попелом	ЙТ	попіл	5466	5	832724
на	ПВ	на	5466	5	832725
сторони	КУ	сторона	5466	5	832726
вiйне	ГЯ	війнути	5466	5	832727
і	СС	і	5466	5	832728
геть	Ь0	геть	5466	5	832729
злiтає	ГЯ	злітати	5466	5	832730
горда	АЖ	гордий	5466	5	832731
-		-	5466	5	832732
неймовiр'я	ЛИ	неймовір'я	5466	5	832733
,			5466	5	832734
менi	МД	я	5466	5	832735
перо	ЛВ	перо	5466	5	832736
лишивши	Гк	лишити	5466	5	832737
,			5466	5	832738
мале	АХ	малий	5466	5	832739
пiр'я	ЛВ	пір'я	5466	5	832740
,			5466	5	832741
'		'	5466	5	832742
яким	МТ	яке	5466	5	832743
пишу	ГR	писати	5466	5	832744
про	ПВ	про	5466	5	832745
клекiт	ЙВ	клекіт	5466	5	832746
сонця	ЛР	сонце	5466	5	832747
спомин	ЙВ	спомин	5466	5	832748
,			5466	5	832749
весь	ОВ	весь	5466	5	832750
знищений	АВ	знищений	5466	5	832751
i	СС	і	5466	5	832752
чорний	АВ	чорний	5466	5	832753
в	ПП	в	5466	5	832754
сажi	КП	сажа	5466	5	832755
комин	ЙВ	комин	5466	5	832756
!			5466	5	832757
Я	МИ	я	5466	6	832758
довго	Н0	довго	5466	6	832759
гою	ГR	гоїти	5466	6	832760
свої	ОА	свій	5466	6	832761
дивнi	АА	дивний	5466	6	832762
рани	КУ	рана	5466	6	832763
,			5466	6	832764
все	МХ	все	5466	6	832765
кутаю	ГR	кутати	5466	6	832766
в	ПВ	в	5466	6	832767
канупери	ЙУ	канупер	5466	6	832768
й	СС	й	5466	6	832769
катрани	ЙУ	катран	5466	6	832770
,			5466	6	832771
закаююсь	ГV	закаятися	5466	6	832772
горiти	ГФ	горіти	5466	6	832773
в	ПП	в	5466	6	832774
тому	ОШ	той	5466	6	832775
грищi	ЛП	грище	5466	6	832776
,			5466	6	832777
ледь	Н0	ледь	5466	6	832778
зводжуся	ГV	зводитися	5466	6	832779
на	ПП	на	5466	6	832780
власнiм	АШ	власний	5466	6	832781
попелищi	ЛП	попелище	5466	6	832782
!			5466	6	832783
Аж	Ь0	аж	5466	7	832784
чую	ГR	чути	5466	7	832785
-		-	5466	7	832786
знов	Н0	знов	5466	7	832787
!			5466	7	832788
Знов	Н0	знов	5466	8	832789
золоте	АС	золотий	5466	8	832790
пташатко	ЛИ	пташатко	5466	8	832791
мене	МВ	я	5466	8	832792
жахає	ГЯ	жахати	5466	8	832793
вогняним	АТ	вогняний	5466	8	832794
початком	ЙТ	початок	5466	8	832795
,			5466	8	832796
в'є	ГЯ	вити	5466	8	832797
фенiкс	ЙИ	фенікс	5466	8	832798
знову	Н0	знову	5466	8	832799
золоте	АХ	золотий	5466	8	832800
гнiздiв'я	ЛВ	гніздів'я	5466	8	832801
,			5466	8	832802
меча	ЙР	меч	5466	8	832803
загнавши	Гк	загнати	5466	8	832804
в	ПВ	в	5466	8	832805
душу	КВ	душа	5466	8	832806
по	ПВ	по	5466	8	832807
рукiв'я	ЛВ	руків'я	5466	8	832808
!			5466	8	832809
.			5466	8	832810
.			5466	8	832811
Кайсиновi	йД	Кайсин	5467	1	832812
Кулiєву	йД	Кулієв	5467	1	832813
.			5467	1	832814
Найвища	АЖ	найвищий	5467	2	832815
гора	КИ	гора	5467	2	832816
над	ПТ	над	5467	2	832817
Днiпром	йТ	Дніпро	5467	2	832818
-		-	5467	2	832819
Чернеча	аЖ	Чернеча	5467	2	832820
,			5467	2	832821
про	ПВ	про	5467	2	832822
це	МХ	це	5467	2	832823
знає	ГЯ	знати	5467	2	832824
й	Ь0	й	5467	2	832825
найменша	АЖ	найменший	5467	2	832826
малеча	КИ	малеча	5467	2	832827
.			5467	2	832828
Ти	МИ	ти	5467	3	832829
поранений	АИ	поранений	5467	3	832830
був	ГЕ	бути	5467	3	832831
саме	Ь0	саме	5467	3	832832
тут	Н0	тут	5467	3	832833
.			5467	3	832834
Скiльки	Н0	Скільки	5467	4	832835
макiв	ЙЕ	мак	5467	4	832836
,			5467	4	832837
любисткiв	ЙЕ	любисток	5467	4	832838
i	СС	і	5467	4	832839
рут	КЕ	рута	5467	4	832840
гонить	ГЯ	гонити	5467	4	832841
кров	КИ	кров	5467	4	832842
твою	ОЛ	твій	5467	4	832843
в	ПП	в	5467	4	832844
тiлi	ЛП	тіло	5467	4	832845
зеленiм	АШ	зелений	5467	4	832846
на	ПП	на	5467	4	832847
слiдочку	ЙП	слідочок	5467	4	832848
твоїм	ОТ	твій	5467	4	832849
на	ПП	на	5467	4	832850
черленiм	АП	черлений	5467	4	832851
!			5467	4	832852
Про	ПВ	про	5467	5	832853
це	МХ	це	5467	5	832854
знає	ГЯ	знати	5467	5	832855
вечiрня	АЖ	вечірній	5467	5	832856
зоря	КИ	зоря	5467	5	832857
,			5467	5	832858
що	МС	що	5467	5	832859
зiходить	ГЯ	зіходити	5467	5	832860
з-пiд	ПР	з-під	5467	5	832861
брiв	КЕ	брова	5467	5	832862
Кобзаря	йР	Кобзар	5467	5	832863
.			5467	5	832864
Про	ПВ	про	5467	6	832865
це	МХ	це	5467	6	832866
знають	ГЮ	знати	5467	6	832867
.			5467	6	832868
