,word,code,lemm,text_fk,sentence_number,word_Id
22074,менi,МД,я,5463,4,831600
22075,смутно,Н0,смутно,5463,4,831601
22076,в,ПП,в,5463,4,831602
22077,цiй,ОН,цей,5463,4,831603
22078,засмутi,КП,засмута,5463,4,831604
22079,",",,,5463,4,831605
22080,та,СС,та,5463,4,831606
22081,я,МИ,я,5463,4,831607
22082,за,ПВ,за,5463,4,831608
22083,радiсть,КВ,радість,5463,4,831609
22084,не,Ь0,не,5463,4,831610
22085,вiддам,ГR,віддати,5463,4,831611
22086,печаль,КВ,печаль,5463,4,831612
22087,цю,ОЛ,цей,5463,4,831613
22088,",",,,5463,4,831614
22089,що,МС,що,5463,4,831615
22090,лицем,ЛТ,лице,5463,4,831616
22091,до,ПР,до,5463,4,831617
22092,сутi,КР,суть,5463,4,831618
22093,",",,,5463,4,831619
22094,цi,ОА,цей,5463,4,831620
22095,сльози,КА,сльоза,5463,4,831621
22096,",",,,5463,4,831622
22097,вiдданi,АА,відданий,5463,4,831623
22098,вiтрам,ЙО,вітер,5463,4,831624
22099,.,,,5463,4,831625
22100,I,СС,і,5463,5,831626
22101,мить,КИ,мить,5463,5,831627
22102,горить,ГЯ,горіти,5463,5,831628
22103,",",,,5463,5,831629
22104,як,СП,як,5463,5,831630
22105,тиха,АЖ,тихий,5463,5,831631
22106,свiчка,КИ,свічка,5463,5,831632
22107,",",,,5463,5,831633
22108,і,СС,і,5463,5,831634
22109,руки,КУ,рука,5463,5,831635
22110,ламле,ГЯ,ламати,5463,5,831636
22111,",",,,5463,5,831637
22112,як,СП,як,5463,5,831638
22113,вдова,КИ,вдова,5463,5,831639
22114,",",,,5463,5,831640
22115,і,СС,і,5463,5,831641
22116,радiсть,КИ,радість,5463,5,831642
22117,дивиться,ГА,дивитися,5463,5,831643
22118,в,ПВ,в,5463,5,831644
22119,два,ЧУ,два,5463,5,831645
22120,вiчка,ЛУ,вічко,5463,5,831646
22121,риданням,ЛТ,ридання,5463,5,831647
22122,заздрiсть,КВ,заздрість,5463,5,831648
22123,обрива,ГЯ,обривати,5463,5,831649
22124,.,,,5463,5,831650
22125,.,,,5463,5,831651
22126,.,,,5463,5,831652
22127,На,ПП,на,5464,1,831653
22128,дні,ЛП,дно,5464,1,831654
22129,місячної,АЗ,місячний,5464,1,831655
22130,криниці,КР,криниця,5464,1,831656
22131,.,,,5464,1,831657
22132,Моя,ОЖ,мій,5464,2,831658
22133,Соломiя,кИ,Соломія,5464,2,831659
22134,переливчато-русява,АЖ,переливчато-русявий,5464,2,831660
22135,.,,,5464,2,831661
22136,I,СС,і,5464,3,831662
22137,як,СП,як,5464,3,831663
22138,летить,ГЯ,летіти,5464,3,831664
22139,вона,МЖ,вона,5464,3,831665
22140,розкрилено,Н0,розкрилено,5464,3,831666
22141,навстрiч,Н0,навстріч,5464,3,831667
22142,",",,,5464,3,831668
22143,то,СП,то,5464,3,831669
22144,голову,КВ,голова,5464,3,831670
22145,її,ЪЗ,її,5464,3,831671
22146,хапає,ГЯ,хапати,5464,3,831672
22147,в,ПВ,в,5464,3,831673
22148,лапи,КУ,лапа,5464,3,831674
22149,полум'я,ЛИ,полум'я,5464,3,831675
22150,",",,,5464,3,831676
22151,і,СС,і,5464,3,831677
22152,важко,Н0,важко,5464,3,831678
22153,вона,МЖ,вона,5464,3,831679
22154,дихає,ГЯ,дихати,5464,3,831680
22155,тодi,Н0,тоді,5464,3,831681
22156,",",,,5464,3,831682
22157,щоб,СП,щоб,5464,3,831683
22158,скинути,ГФ,скинути,5464,3,831684
22159,вогонь,ЙВ,вогонь,5464,3,831685
22160,",",,,5464,3,831686
22161,але,СС,але,5464,3,831687
22162,дарма,Н0,дарма,5464,3,831688
22163,.,,,5464,3,831689
22164,Коли,СП,коли,5464,4,831690
22165,вона,МЖ,вона,5464,4,831691
22166,торкає,ГЯ,торкати,5464,4,831692
22167,мене,МВ,я,5464,4,831693
22168,пальцями,ЙЮ,палець,5464,4,831694
22169,або,СС,або,5464,4,831695
22170,вологими,АЮ,вологий,5464,4,831696
22171,прогiрклими,АЮ,прогірклий,5464,4,831697
22172,губами,КЮ,губа,5464,4,831698
22173,",",,,5464,4,831699
22174,я,МИ,я,5464,4,831700
22175,полум'ям,ЛТ,полум'я,5464,4,831701
22176,стаю,ГR,ставати,5464,4,831702
22177,i,СС,і,5464,4,831703
22178,я,МИ,я,5464,4,831704
22179,молю,ГR,молити,5464,4,831705
22180,поквапне,Н0,поквапне,5464,4,831706
22181,:,,,5464,4,831707
22182,-,,-,5464,4,831708
22183,Ну,Ь0,ну,5464,4,831709
22184,",",,,5464,4,831710
22185,ради,ПР,ради,5464,4,831711
22186,бога,йР,Біг,5464,4,831712
22187,",",,,5464,4,831713
22188,Соломiє,кК,Соломія,5464,4,831714
22189,",",,,5464,4,831715
22190,вийди,Г5,вийти,5464,4,831716
22191,!,,,5464,4,831717
22192,Вона,МЖ,вона,5464,5,831718
22193,смiється,ГА,сміятися,5464,5,831719
22194,сипко,Н0,сипко,5464,5,831720
22195,так,Н0,так,5464,5,831721
22196,i,СС,і,5464,5,831722
22197,подає,ГЯ,подавати,5464,5,831723
22198,полив'яний,АВ,полив'яний,5464,5,831724
22199,округлий,АВ,округлий,5464,5,831725
22200,кухлик,ЙВ,кухлик,5464,5,831726
22201,соку,ЙР,сік,5464,5,831727
22202,.,,,5464,5,831728
22203,-,,-,5464,6,831729
22204,Схолонь,Г5,схолонути,5464,6,831730
22205,",",,,5464,6,831731
22206,-,,-,5464,6,831732
22207,шепоче,ГЯ,шепотати,5464,6,831733
22208,",",,,5464,6,831734
22209,-,,-,5464,6,831735
22210,я,МИ,я,5464,6,831736
22211,ж,Ь0,ж,5464,6,831737
22212,бо,Ь0,бо,5464,6,831738
22213,крижана,АЖ,крижаний,5464,6,831739
22214,.,,,5464,6,831740
22215,Люблю,ГR,любити,5464,7,831741
22216,її,Ъ3,її,5464,7,831742
22217,пахучi,АУ,пахучий,5464,7,831743
22218,нiжнi,АУ,ніжний,5464,7,831744
22219,пальцi,ЙУ,палець,5464,7,831745
22220,",",,,5464,7,831746
22221,якi,МА,які,5464,7,831747
22222,блукають,ГЮ,блукати,5464,7,831748
22223,в,ПП,в,5464,7,831749
22224,лiсi,КП,ліса,5464,7,831750
22225,чистих,АЕ,чистий,5464,7,831751
22226,клавiшiв,ЙЕ,клавіш,5464,7,831752
22227,",",,,5464,7,831753
22228,вишукуючи,Гм,вишукувати,5464,7,831754
22229,на,ПП,на,5464,7,831755
22230,стежках,КЯ,стежка,5464,7,831756
22231,музичних,АЯ,музичний,5464,7,831757
22232,щось,МХ,щось,5464,7,831758
22233,потаємне,АХ,потаємний,5464,7,831759
22234,",",,,5464,7,831760
22235,синє,АХ,синій,5464,7,831761
22236,",",,,5464,7,831762
22237,грозовисте,АХ,грозовистий,5464,7,831763
22238,.,,,5464,7,831764
22239,I,СС,і,5464,8,831765
22240,нiжки,КА,ніжка,5464,8,831766
22241,її,Ъ3,її,5464,8,831767
22242,",",,,5464,8,831768
22243,два,ЧА,два,5464,8,831769
22244,засмаглi,АА,засмаглий,5464,8,831770
22245,човники,ЙА,човник,5464,8,831771
22246,",",,,5464,8,831772
22247,двi,ЧА,дві,5464,8,831773
22248,золотi,АА,золотий,5464,8,831774
22249,мелодiї,КА,мелодія,5464,8,831775
22250,з,ПТ,з,5464,8,831776
22251,десятком,ЙТ,десяток,5464,8,831777
22252,варiацiй,КЕ,варіація,5464,8,831778
22253,.,,,5464,8,831779
22254,I,СС,і,5464,9,831780
22255,будь,Г5,бути,5464,9,831781
22256,я,МИ,я,5464,9,831782
22257,проклятий,АИ,проклятий,5464,9,831783
22258,-,,-,5464,9,831784
22259,я,МИ,я,5464,9,831785
22260,закохався,ГЭ,закохатися,5464,9,831786
22261,в,ПВ,в,5464,9,831787
22262,ноги,КУ,нога,5464,9,831788
22263,",",,,5464,9,831789
22264,в,ПВ,в,5464,9,831790
22265,пахучi,АУ,пахучий,5464,9,831791
22266,два,ЧУ,два,5464,9,831792
22267,струмки,ЙУ,струмок,5464,9,831793
22268,",",,,5464,9,831794
22269,в,ПВ,в,5464,9,831795
22270,двi,ЧУ,дві,5464,9,831796
22271,полохливi,АУ,полохливий,5464,9,831797
22272,сарни,КУ,сарна,5464,9,831798
22273,.,,,5464,9,831799
22274,Вона,МЖ,вона,5464,10,831800
22275,їх,МУ,вони,5464,10,831801
22276,так,Н0,так,5464,10,831802
22277,спокусно,Н0,спокусно,5464,10,831803
22278,пiдгинає,ГЯ,підгинати,5464,10,831804
22279,",",,,5464,10,831805
22280,коли,СП,коли,5464,10,831806
22281,сiда,ГЯ,сідати,5464,10,831807
22282,на,ПП,на,5464,10,831808
22283,вогкiм,АШ,вогкий,5464,10,831809
22284,пiдвiконнi,ЛП,підвіконня,5464,10,831810
22285,у,ПП,у,5464,10,831811
22286,вишугану,АЛ,вишуганий,5464,10,831812
22287,",",,,5464,10,831813
22288,прохололу,АЛ,прохололий,5464,10,831814
22289,нiч,КВ,ніч,5464,10,831815
22290,.,,,5464,10,831816
22291,Нiч,КИ,ніч,5464,11,831817
22292,-,,-,5464,11,831818
22293,це,Ь0,це,5464,11,831819
22294,держава,КИ,держава,5464,11,831820
22295,темряви,КР,темрява,5464,11,831821
22296,.,,,5464,11,831822
22297,Вона,МЖ,вона,5464,12,831823
22298,прибiгла,ГЙ,прибігти,5464,12,831824
22299,з,ПР,з,5464,12,831825
22300,гiр,КЕ,гора,5464,12,831826
22301,оранжевих,АЕ,оранжевий,5464,12,831827
22302,",",,,5464,12,831828
22303,далеких,АЕ,далекий,5464,12,831829
22304,",",,,5464,12,831830
22305,і,СС,і,5464,12,831831
22306,пiдставляє,ГЯ,підставляти,5464,12,831832
22307,дню,ЙД,день,5464,12,831833
22308,свої,ОУ,свій,5464,12,831834
22309,пiднiжки,ЙУ,підніжок,5464,12,831835
22310,",",,,5464,12,831836
22311,і,СС,і,5464,12,831837
22312,мстить,ГЯ,мстити,5464,12,831838
22313,йому,МД,він,5464,12,831839
22314,зористим,АТ,зористий,5464,12,831840
22315,синiм,АТ,синій,5464,12,831841
22316,холодом,ЙТ,холод,5464,12,831842
22317,",",,,5464,12,831843
22318,і,СС,і,5464,12,831844
22319,вiялом,ЛТ,віяло,5464,12,831845
22320,розсипаної,АЗ,розсипаний,5464,12,831846
22321,млостi,КР,млість,5464,12,831847
22322,",",,,5464,12,831848
22323,і,СС,і,5464,12,831849
22324,зорями,КЮ,зоря,5464,12,831850
22325,вишневокрилих,АЕ,вишневокрилий,5464,12,831851
22326,вуст,ИЕ,вуста,5464,12,831852
22327,.,,,5464,12,831853
22328,Десь,Н0,десь,5464,13,831854
22329,мiсяць,ЙИ,місяць,5464,13,831855
22330,тодi,Н0,тоді,5464,13,831856
22331,нудився,ГЭ,нудитися,5464,13,831857
22332,пiд,ПТ,під,5464,13,831858
22333,льодом,ЙТ,лід,5464,13,831859
22334,хмар,КЕ,хмара,5464,13,831860
22335,темнуватих,АЕ,темнуватий,5464,13,831861
22336,",",,,5464,13,831862
22337,попелом,ЙТ,попіл,5464,13,831863
22338,посиланих,АЕ,посиланий,5464,13,831864
22339,.,,,5464,13,831865
22340,Соломiя,кИ,Соломія,5464,14,831866
22341,",",,,5464,14,831867
22342,обцiлована,АЖ,обцілований,5464,14,831868
22343,",",,,5464,14,831869
22344,тепла,АЖ,теплий,5464,14,831870
22345,з,ПР,з,5464,14,831871
22346,обiймiв,ИЕ,обійми,5464,14,831872
22347,",",,,5464,14,831873
22348,смiхотлива,АЖ,сміхотливий,5464,14,831874
22349,",",,,5464,14,831875
22350,з,ПТ,з,5464,14,831876
22351,краплинами,КЮ,краплина,5464,14,831877
22352,сонця,ЛР,сонце,5464,14,831878
22353,на,ПП,на,5464,14,831879
22354,пальцях,ЙЯ,палець,5464,14,831880
22355,",",,,5464,14,831881
22356,сiла,ГЙ,сісти,5464,14,831882
22357,тодi,Н0,тоді,5464,14,831883
22358,у,ПП,у,5464,14,831884
22359,вiкнi,ЛП,вікно,5464,14,831885
22360,",",,,5464,14,831886
22361,пiдiбгавши,Гк,підібгати,5464,14,831887
22362,свої,ОУ,свій,5464,14,831888
22363,ноженята,ЛУ,ноженя,5464,14,831889
22364,",",,,5464,14,831890
22365,у,ПП,у,5464,14,831891
22366,блакитнiй,АН,блакитний,5464,14,831892
22367,сорочцi,КП,сорочка,5464,14,831893
22368,лоскiтнiй,АН,лоскітний,5464,14,831894
22369,і,СС,і,5464,14,831895
22370,косу,КВ,коса,5464,14,831896
22371,свою,ОЛ,свій,5464,14,831897
22372,русу,АЛ,русий,5464,14,831898
22373,вилила,ГЙ,вилити,5464,14,831899
22374,на,ПВ,на,5464,14,831900
22375,пахучi,АУ,пахучий,5464,14,831901
22376,округлi,АУ,округлий,5464,14,831902
22377,колiна,ЛУ,коліно,5464,14,831903
22378,.,,,5464,14,831904
22379,Крiзь,ПВ,крізь,5464,15,831905
22380,волосся,ЛВ,волосся,5464,15,831906
22381,її,Ъ3,її,5464,15,831907
22382,розсипане,АХ,розсипаний,5464,15,831908
22383,і,СС,і,5464,15,831909
22384,крiзь,ПВ,крізь,5464,15,831910
22385,подих,ЙВ,подих,5464,15,831911
22386,податливих,АЕ,податливий,5464,15,831912
22387,персiв,ИЕ,перси,5464,15,831913
22388,я,МИ,я,5464,15,831914
22389,вслухався,ГЭ,вслухатися,5464,15,831915
22390,в,ПВ,в,5464,15,831916
22391,тиху,АЛ,тихий,5464,15,831917
22392,музику,КВ,музика,5464,15,831918
22393,її,Ъ3,її,5464,15,831919
22394,чистої,АЗ,чистий,5464,15,831920
22395,вiрної,АЗ,вірний,5464,15,831921
22396,кровi,КР,кров,5464,15,831922
22397,.,,,5464,15,831923
22398,Чимсь,МТ,щось,5464,16,831924
22399,непевним,АЦ,непевний,5464,16,831925
22400,дихнув,ГЕ,дихнути,5464,16,831926
22401,на,ПВ,на,5464,16,831927
22402,нас,МУ,ми,5464,16,831928
22403,вiтер,ЙИ,вітер,5464,16,831929
22404,.,,,5464,16,831930
22405,Синя,АЖ,синій,5464,17,831931
22406,",",,,5464,17,831932
22407,жеврiюча,АЖ,жевріючий,5464,17,831933
22408,злом,ЛТ,зло,5464,17,831934
22409,тривога,КИ,тривога,5464,17,831935
22410,",",,,5464,17,831936
22411,насурмлена,АЖ,насурмлений,5464,17,831937
22412,",",,,5464,17,831938
22413,шурхотлива,АЖ,шурхотливий,5464,17,831939
22414,",",,,5464,17,831940
22415,морозна,АЖ,морозний,5464,17,831941
22416,",",,,5464,17,831942
22417,скiсно,Н0,скісно,5464,17,831943
22418,сипалась,ГИ,сипатися,5464,17,831944
22419,в,ПВ,в,5464,17,831945
22420,нашi,ОУ,наш,5464,17,831946
22421,серця,ЛУ,серце,5464,17,831947
22422,.,,,5464,17,831948
22423,В,ПВ,в,5464,18,831949
22424,такi,ОУ,такий,5464,18,831950
22425,ночi,КУ,ніч,5464,18,831951
22426,приходить,ГЯ,приходити,5464,18,831952
22427,зрiлiсть,КИ,зрілість,5464,18,831953
22428,і,СС,і,5464,18,831954
22429,наївнiсть,КИ,наївність,5464,18,831955
22430,прощається,ГА,прощатися,5464,18,831956
22431,з,ПТ,з,5464,18,831957
22432,нами,МЮ,ми,5464,18,831958
22433,.,,,5464,18,831959
22434,Мiсто,ЛИ,місто,5464,19,831960
22435,спало,ГР,спати,5464,19,831961
22436,.,,,5464,19,831962
22437,Спав,ГЕ,спати,5464,20,831963
22438,мiй,ОИ,мій,5464,20,831964
22439,квартал,ЙИ,квартал,5464,20,831965
22440,",",,,5464,20,831966
22441,вкривши,Гк,вкрити,5464,20,831967
22442,небом,ЛТ,небо,5464,20,831968
22443,суглоби,ЙУ,суглоб,5464,20,831969
22444,дахiв,ЙЕ,дах,5464,20,831970
22445,.,,,5464,20,831971
22446,I,СС,і,5464,21,831972
22447,почули,ГН,почути,5464,21,831973
22448,ми,МА,ми,5464,21,831974
22449,спiв,ЙВ,спів,5464,21,831975
22450,її,Ъ3,її,5464,21,831976
22451,батька,ЙР,батько,5464,21,831977
22452,",",,,5464,21,831978
22453,трохи,Н0,трохи,5464,21,831979
22454,дивного,АР,дивний,5464,21,831980
22455,життєдостойного,АР,життєдостойний,5464,21,831981
22456,чоловiка,ЙР,чоловік,5464,21,831982
22457,",",,,5464,21,831983
22458,володаря,ЙР,володар,5464,21,831984
22459,ночi,КР,ніч,5464,21,831985
22460,",",,,5464,21,831986
22461,слiпого,АР,сліпий,5464,21,831987
22462,трудного,АР,трудний,5464,21,831988
22463,мужчини,ЙР,мужчина,5464,21,831989
22464,.,,,5464,21,831990
22465,Вiн,МИ,Він,5464,22,831991
22466,був,ГЕ,бути,5464,22,831992
22467,колись,Н0,колись,5464,22,831993
22468,дуже,Н0,дуже,5464,22,831994
22469,талановитим,АТ,талановитий,5464,22,831995
22470,",",,,5464,22,831996
22471,вiн,МИ,він,5464,22,831997
22472,закiнчував,ГЕ,закінчувати,5464,22,831998
22473,iнститут,ЙВ,інститут,5464,22,831999
22474,",",,,5464,22,832000
22475,вiн,МИ,він,5464,22,832001
22476,уже,Н0,уже,5464,22,832002
22477,будував,ГЕ,будувати,5464,22,832003
22478,",",,,5464,22,832004
22479,коли,СП,коли,5464,22,832005
22480,грiм,ЙИ,грім,5464,22,832006
22481,серед,ПР,серед,5464,22,832007
22482,ночi,КР,ніч,5464,22,832008
22483,.,,,5464,22,832009
22484,.,,,5464,22,832010
22485,.,,,5464,22,832011
22486,Десь,Н0,десь,5464,23,832012
22487,вiн,МИ,він,5464,23,832013
22488,каявся,ГЭ,каятися,5464,23,832014
22489,двадцять,ЧУ,двадцять,5464,23,832015
22490,лiт,ИЕ,літа,5464,23,832016
22491,",",,,5464,23,832017
22492,без,ПР,без,5464,23,832018
22493,очей,ЛЕ,око,5464,23,832019
22494,повернувся,ГЭ,повернутися,5464,23,832020
22495,з-пiд,ПР,з-під,5464,23,832021
22496,сiверка,ЙР,сіверко,5464,23,832022
22497,",",,,5464,23,832023
22498,повернувся,ГЭ,повернутися,5464,23,832024
22499,без,ПР,без,5464,23,832025
22500,сонць,ЛЕ,сонце,5464,23,832026
22501,",",,,5464,23,832027
22502,без,ПР,без,5464,23,832028
22503,райдуг,КЕ,райдуга,5464,23,832029
22504,.,,,5464,23,832030
22505,Це,МС,це,5464,24,832031
22506,ж,Ь0,ж,5464,24,832032
22507,прекрасно,Н0,прекрасно,5464,24,832033
22508,-,,-,5464,24,832034
22509,слiпий,АИ,сліпий,5464,24,832035
22510,архiтектор,ЙИ,архітектор,5464,24,832036
22511,.,,,5464,24,832037
22512,Не,Ь0,не,5464,25,832038
22513,учвориш,ГW,учворити,5464,25,832039
22514,нiяких,ОЕ,ніякий,5464,25,832040
22515,iзмiв,ЙЕ,ізм,5464,25,832041
22516,",",,,5464,25,832042
22517,не,Ь0,не,5464,25,832043
22518,пришиють,ГЮ,пришити,5464,25,832044
22519,тобi,МД,ти,5464,25,832045
22520,Корбюзье,йЩ,Корбюзье,5464,25,832046
22521,чи,СС,чи,5464,25,832047
22522,Райта,йР,Райт,5464,25,832048
22523,",",,,5464,25,832049
22524,не,Ь0,не,5464,25,832050
22525,уздриш,ГW,уздріти,5464,25,832051
22526,коробок,КЕ,коробка,5464,25,832052
22527,химерних,АЕ,химерний,5464,25,832053
22528,",",,,5464,25,832054
22529,нi,СС,ні,5464,25,832055
22530,бундючих,АЕ,бундючий,5464,25,832056
22531,фасадiв,ЙЕ,фасад,5464,25,832057
22532,",",,,5464,25,832058
22533,нi,СС,ні,5464,25,832059
22534,лоджiй,КЕ,лоджія,5464,25,832060
22535,(,,,5464,25,832061
22536,Моцарт,йИ,Моцарт,5464,25,832062
22537,плакав,ГЕ,плакати,5464,25,832063
22538,од,ПР,од,5464,25,832064
22539,реготу,ЙР,регіт,5464,25,832065
22540,пилки,КР,пилка,5464,25,832066
22541,ти,МИ,ти,5464,25,832067
22542,не,Ь0,не,5464,25,832068
22543,зрониш,ГW,зронити,5464,25,832069
22544,сльозу,КВ,сльоза,5464,25,832070
22545,на,ПВ,на,5464,25,832071
22546,Хрещатик,йВ,Хрещатик,5464,25,832072
22547,),,,5464,25,832073
22548,.,,,5464,25,832074
22549,Вiв,ГЕ,вести,5464,26,832075
22550,неквапно,Н0,неквапно,5464,26,832076
22551,спiв,ЙВ,спів,5464,26,832077
22552,сьогоднi,Н0,сьогодні,5464,26,832078
22553,.,,,5464,26,832079
22554,Грозою,КТ,гроза,5464,27,832080
22555,вiн,МИ,він,5464,27,832081
22556,був,ГЕ,бути,5464,27,832082
22557,колись,Н0,колись,5464,27,832083
22558,",",,,5464,27,832084
22559,i,СС,і,5464,27,832085
22560,вкоськали,ГН,вкоськати,5464,27,832086
22561,грози,КА,гроза,5464,27,832087
22562,його,МВ,він,5464,27,832088
22563,.,,,5464,27,832089
22564,Винувато,Н0,винувато,5464,28,832090
22565,схиляють,ГЮ,схиляти,5464,28,832091
22566,люди,ИА,люди,5464,28,832092
22567,перед,ПТ,перед,5464,28,832093
22568,ним,МТ,він,5464,28,832094
22569,безневиннi,АУ,безневинний,5464,28,832095
22570,голови,КУ,голова,5464,28,832096
22571,.,,,5464,28,832097
22572,Любить,ГЯ,любити,5464,29,832098
22573,вiн,МИ,він,5464,29,832099
22574,ночi,КУ,ніч,5464,29,832100
22575,холоднi,АУ,холодний,5464,29,832101
22576,",",,,5464,29,832102
22577,протятi,АУ,протятий,5464,29,832103
22578,шурхотом,ЙТ,шурхіт,5464,29,832104
22579,",",,,5464,29,832105
22580,коли,СП,коли,5464,29,832106
22581,позiхають,ГЮ,позіхати,5464,29,832107
22582,трамваї,ЙА,трамвай,5464,29,832108
22583,i,СС,і,5464,29,832109
22584,тихо,Н0,тихо,5464,29,832110
22585,сичить,ГЯ,сичати,5464,29,832111
22586,неон,ЙИ,неон,5464,29,832112
22587,.,,,5464,29,832113
22588,Вiн,МИ,Він,5464,30,832114
22589,загнуздує,ГЯ,загнуздувати,5464,30,832115
22590,тишу,КВ,тиша,5464,30,832116
22591,i,СС,і,5464,30,832117
22592,творить,ГЯ,творити,5464,30,832118
22593,свої,ОУ,свій,5464,30,832119
22594,проекти,ЙУ,проект,5464,30,832120
22595,і,СС,і,5464,30,832121
22596,смiється,ГА,сміятися,5464,30,832122
22597,до,ПР,до,5464,30,832123
22598,них,МЕ,вони,5464,30,832124
22599,",",,,5464,30,832125
22600,б'є,ГЯ,бити,5464,30,832126
22601,палицею,КТ,палиця,5464,30,832127
22602,пiсок,ЙВ,пісок,5464,30,832128
22603,і,СС,і,5464,30,832129
22604,луну,КВ,луна,5464,30,832130
22605,пiдiймає,ГЯ,підіймати,5464,30,832131
22606,з,ПР,з,5464,30,832132
22607,постелi,КР,постіль,5464,30,832133
22608,.,,,5464,30,832134
22609,Картав,ГЕ,картати,5464,31,832135
22610,я,МИ,я,5464,31,832136
22611,себе,МВ,себе,5464,31,832137
22612,",",,,5464,31,832138
22613,бо,СП,бо,5464,31,832139
22614,знав,ГЕ,знати,5464,31,832140
22615,-,,-,5464,31,832141
22616,Соломiя,кИ,Соломія,5464,31,832142
22617,зляже,ГЯ,злягти,5464,31,832143
22618,",",,,5464,31,832144
22619,і,СС,і,5464,31,832145
22620,знов,Н0,знов,5464,31,832146
22621,її,Ъ3,її,5464,31,832147
22622,синi,АА,синій,5464,31,832148
22623,очi,ЛА,око,5464,31,832149
22624,шукатимуть,Г3,шукати,5464,31,832150
22625,лячно,Н0,лячно,5464,31,832151
22626,правди,КР,правда,5464,31,832152
22627,її,Ъ3,її,5464,31,832153
22628,голубливе,АХ,голубливий,5464,31,832154
22629,серце,ЛВ,серце,5464,31,832155
22630,прошито,@0,прошито,5464,31,832156
22631,наскрiзь,Н0,наскрізь,5464,31,832157
22632,печаллю,КТ,печаль,5464,31,832158
22633,.,,,5464,31,832159
22634,.,,,5464,31,832160
22635,.,,,5464,31,832161
22636,А,СС,а,5464,32,832162
22637,вiн,МИ,він,5464,32,832163
22638,хитався,ГЭ,хитатися,5464,32,832164
22639,в,ПП,в,5464,32,832165
22640,квадратi,ЙП,квадрат,5464,32,832166
22641,двору,ЙР,двір,5464,32,832167
22642,(,,,5464,32,832168
22643,Соломiє,кК,Соломія,5464,32,832169
22644,",",,,5464,32,832170
22645,iди,Г5,іти,5464,32,832171
22646,до,ПР,до,5464,32,832172
22647,мене,МР,я,5464,32,832173
22648,",",,,5464,32,832174
22649,кохана,АЖ,коханий,5464,32,832175
22650,!,,,5464,32,832176
22651,),,,5464,32,832177
22652,",",,,5464,32,832178
22653,а,СС,а,5464,32,832179
22654,вiн,МИ,він,5464,32,832180
22655,сновигав,ГЕ,сновигати,5464,32,832181
22656,",",,,5464,32,832182
22657,як,СП,як,5464,32,832183
22658,поранена,АЖ,поранений,5464,32,832184
22659,чорна,АЖ,чорний,5464,32,832185
22660,птиця,КИ,птиця,5464,32,832186
22661,(,,,5464,32,832187
22662,Соломiє,кК,Соломія,5464,32,832188
22663,",",,,5464,32,832189
22664,iди,Г5,іти,5464,32,832190
22665,",",,,5464,32,832191
22666,бо,СП,бо,5464,32,832192
22667,застудишся,Г0,застудитися,5464,32,832193
22668,",",,,5464,32,832194
22669,рiдна,АЖ,рідний,5464,32,832195
22670,!,,,5464,32,832196
22671,),,,5464,32,832197
22672,",",,,5464,32,832198
22673,а,СС,а,5464,32,832199
22674,вiн,МИ,він,5464,32,832200
22675,захлинався,ГЭ,захлинатися,5464,32,832201
22676,в,ПП,в,5464,32,832202
22677,екстазi,ЙП,екстаз,5464,32,832203
22678,Пушкiним,йТ,Пушкін,5464,32,832204
22679,",",,,5464,32,832205
22680,хрипiв,ГЕ,хрипіти,5464,32,832206
22681,сумовито,Н0,сумовито,5464,32,832207
22682,",",,,5464,32,832208
22683,хрипiв,ГЕ,хрипіти,5464,32,832209
22684,вiдчайно,Н0,відчайно,5464,32,832210
22685,.,,,5464,32,832211
22686,Спалахнула,ГЙ,спалахнути,5464,33,832212
22687,тодi,Н0,тоді,5464,33,832213
22688,дивна,АЖ,дивний,5464,33,832214
22689,битва,КИ,битва,5464,33,832215
22690,",",,,5464,33,832216
22691,битва,КИ,битва,5464,33,832217
22692,п'яного,АР,п'яний,5464,33,832218
22693,з,ПТ,з,5464,33,832219
22694,цiлим,ЛТ,ціле,5464,33,832220
22695,кварталом,ЙТ,квартал,5464,33,832221
22696,.,,,5464,33,832222
22697,Стурбованi,АА,стурбований,5464,34,832223
22698,криком,ЙТ,крик,5464,34,832224
22699,мiщани,ЙА,міщанин,5464,34,832225
22700,",",,,5464,34,832226
22701,лишивши,Гк,лишити,5464,34,832227
22702,центнери,ЙУ,центнер,5464,34,832228
22703,пуху,ЙР,пух,5464,34,832229
22704,",",,,5464,34,832230
22705,одягли,ГН,одягти,5464,34,832231
22706,на,ПВ,на,5464,34,832232
22707,себе,МВ,себе,5464,34,832233
22708,вiкна,ЛУ,вікно,5464,34,832234
22709,і,СС,і,5464,34,832235
22710,чотири,ЧА,чотири,5464,34,832236
22711,стiни,КА,стіна,5464,34,832237
22712,цеглянi,АА,цегляний,5464,34,832238
22713,дивились,ГМ,дивитися,5464,34,832239
22714,квадратами,ЙЮ,квадрат,5464,34,832240
22715,скла,ЛР,скло,5464,34,832241
22716,в,ПВ,в,5464,34,832242
22717,дно,ЛВ,дно,5464,34,832243
22718,мiсячної,АЗ,місячний,5464,34,832244
22719,криницi,КР,криниця,5464,34,832245
22720,",",,,5464,34,832246
22721,де,Н0,де,5464,34,832247
22722,буянив,ГЕ,буянити,5464,34,832248
22723,слiпий,АИ,сліпий,5464,34,832249
22724,архiтектор,ЙИ,архітектор,5464,34,832250
22725,.,,,5464,34,832251
22726,А,СС,а,5464,35,832252
